Index,Dataset,Representative_Subsequence_Positions,DetectTime
369,QATS-4,"[80,120],[126,204],[216,256],[267,362],[387,449],[473,513],[531,622],[637,677],[682,722],[729,802],[811,878],[899,980],[986,1026],[1067,1134],[1196,1236],[1241,1281],[1308,1455],[1460,1500],[1773,1971],[2009,2085],[2094,2154],[2158,2227],[2285,2325],[2348,2447],[2476,2516],[2623,2663],[2777,2817],[2836,2876],[2931,2971],[3000,3040],[3042,3110],[3128,3168],[3289,3329],[3350,3477],[3545,3585],[3599,3639],[3642,3841],[3867,3907],[3942,4007],[4030,4070],[4106,4203],[4208,4273],[4313,4353],[4367,4441],[4489,4529],[4569,4609],[4738,4778],[4799,4876],[5082,5122],[5130,5170],[5181,5300],[5317,5377],[5386,5482],[5493,5533],[5549,5702],[5727,5894],[5903,5943],[5946,6068],[6125,6225],[6281,6321],[6330,6445],[6451,6491],[6517,6580],[6636,6761],[6769,6843],[6895,6974],[7133,7193],[7239,7279],[7640,7680],[7694,7734],[7745,7817],[7871,7911],[7913,7953],[8003,8043],[8067,8107],[8108,8231],[8250,8290],[8295,8335],[8365,8449],[8491,8597],[8631,8702],[8753,8813],[8818,8980],[9009,9237],[9261,9301],[9385,9473],[9487,9571],[9629,9730],[9963,10029],[10030,10253],[10256,10375],[10409,10516],[10552,10640],[10666,10706],[10712,10772],[10819,10891],[10925,10965],[10976,11016],[11244,11284],[11322,11362],[11367,11407],[11437,11605],[11609,11783],[11881,11921],[12003,12200],[12249,12309],[12334,12407],[12431,12629],[12684,12746],[12780,12854],[12892,12932],[12960,13141],[13156,13196],[13206,13281],[13291,13387],[13388,13451],[13599,13639],[13802,13842],[13844,13884],[14041,14101],[14128,14192],[14315,14390],[14417,14457],[14481,14569],[14572,14643]",25.2232
370,QATS-4,"[100,120],[187,292],[493,513],[729,769],[820,1100],[1109,1235],[1239,1300],[1311,1351],[1359,1432],[1468,1537],[1567,1607],[1611,1720],[1725,1799],[2029,2069],[2084,2124],[2127,2167],[2237,2305],[2347,2521],[2522,2617],[2625,2817],[2823,2888],[2891,2988],[3004,3044],[3045,3085],[3115,3155],[3309,3349],[3374,3492],[3554,3594],[3605,3666],[3675,3715],[3723,3763],[3783,3857],[3870,4033],[4057,4097],[4110,4150],[4157,4197],[4241,4353],[4434,4474],[4568,4660],[4668,4774],[4825,4885],[4912,5049],[5100,5140],[5196,5236],[5251,5312],[5336,5397],[5848,5908],[5956,5996],[6012,6082],[6091,6254],[6264,6400],[6468,6508],[6523,6594],[6617,6657],[6711,6784],[6855,6929],[6988,7028],[7147,7253],[7265,7305],[7318,7358],[7404,7444],[7445,7485],[7491,7531],[7642,7682],[7698,7738],[7772,7812],[7839,7937],[7950,7990],[8017,8057],[8085,8183],[8212,8252],[8258,8365],[8373,8413],[8415,8455],[8528,8590],[8638,8678],[8688,8750],[8757,8905],[8940,9017],[9051,9091],[9123,9163],[9177,9240],[9264,9328],[9443,9483],[9490,9557],[9572,9612],[9622,9696],[9707,9767],[9770,9810],[9829,9869],[9871,10004]",11.9291
371,QATS-4,"[100,120],[161,181],[200,257],[306,449],[473,513],[985,1025],[1032,1072],[1516,1536],[2011,2051],[2265,2325],[2380,2420],[2435,2496],[2541,2581],[2629,2669],[2685,2754],[2777,2864],[2885,2925],[2944,2984],[3032,3072],[3139,3179],[3309,3349],[3397,3437],[3452,3522],[3545,3588],[3627,3692],[3736,3776],[3799,3859],[4057,4117],[4131,4171],[4221,4261],[4266,4306],[4313,4413],[4463,4503],[4528,4628],[4680,4720],[4750,4819],[5081,5138],[5311,5471],[5594,5742],[5743,5823],[5829,5900],[5902,5942],[5954,5994],[6018,6098],[6102,6142],[6143,6234],[6236,6371],[6381,6451],[6468,6508],[6569,6609],[6635,6675],[6695,6834],[6891,7018],[7038,7121],[7131,7171],[7385,7464],[7613,7653],[7665,7728],[7779,7819],[7843,7956],[8113,8262],[8283,8323],[8334,8374],[8379,8419],[8429,8469],[8559,8628],[8635,8696],[8721,8802],[8826,8886],[8924,8975],[8988,9100],[9127,9188],[9194,9259],[9400,9440],[9507,9570],[9577,9645],[9689,9729],[9742,9782],[9812,9880],[9920,10039],[10044,10156],[10218,10286],[10346,10386],[10403,10443],[10476,10553],[10576,10670],[10683,10745],[10787,10847],[10905,10945],[10961,11024],[11034,11074],[11099,11190],[11195,11235],[11265,11325],[11337,11377]",14.8519
372,QATS-4,"[100,120],[161,181],[200,257],[306,449],[473,513],[985,1025],[1032,1072],[1516,1536],[1806,1867],[1869,1953],[2009,2049],[2265,2325],[2380,2420],[2435,2496],[2522,2580],[2629,2669],[2685,2754],[2777,2817],[2824,2864],[2877,2917],[2944,2984],[3033,3073],[3135,3175],[3194,3234],[3285,3349],[3397,3437],[3452,3522],[3545,3604],[3649,3716],[3810,3933],[3945,3985],[3990,4065],[4076,4116],[4129,4169],[4184,4224],[4313,4354],[4370,4410],[4433,4473],[4529,4689],[4694,4734],[4762,4823],[4825,4972],[4977,5115],[5234,5298],[5310,5350],[5360,5423],[5429,5489],[5524,5689],[5712,5752],[5803,5843],[5845,5916],[5962,6002],[6124,6195],[6197,6439],[6447,6515],[6545,6625],[6654,6714],[6808,6848],[6877,7005],[7035,7137],[7138,7178],[7249,7289],[7293,7333],[7360,7534],[7569,7609],[7628,7668],[7671,7711],[7727,7803],[7825,7905],[7916,8022],[8115,8204],[8209,8249],[8272,8312],[8366,8406],[8428,8468],[8470,8541],[8553,8593],[8598,8673],[8682,8722],[8780,8820],[8941,9047],[9057,9142],[9194,9234],[9241,9346],[9433,9499],[9520,9585],[9619,9659],[9704,9782],[9824,9864],[9877,9940],[9978,9998],[10001,10041],[10076,10116],[10143,10263],[10302,10480],[10515,10555],[10560,10701],[10711,10772],[10876,10916],[10996,11057],[11146,11186],[11225,11389],[11439,11479],[11491,11541],[11597,11637],[11664,11737],[11747,11787],[11808,11848],[11878,12051],[12173,12213],[12233,12273],[12297,12404],[12498,12538],[12542,12673],[12682,12820],[12865,12905],[13003,13121],[13193,13253],[13273,13324],[13360,13400],[13407,13447],[13479,13519],[13529,13589],[13614,13654],[13734,13774],[13787,13827],[13928,13968],[14040,14080],[14147,14187],[14283,14344],[14393,14453],[14552,14592],[14645,14685],[14700,14740],[14823,14863],[14902,14942],[14958,14998],[15085,15199],[15200,15266],[15278,15318],[15320,15381],[15394,15434],[15444,15484],[15503,15568],[15579,15619],[15623,15686],[15694,15793],[15797,15872],[15902,15942],[15946,16049],[16057,16129],[16355,16496],[16564,16604],[16624,16664],[16687,16727],[16736,16802],[16814,17052],[17070,17110],[17113,17153],[17181,17221]",35.1215
373,QATS-4,"[100,120],[161,181],[200,257],[306,370],[378,455],[473,513],[985,1025],[1032,1072],[1516,1536],[1913,1953],[2011,2051],[2265,2325],[2380,2420],[2435,2496],[2538,2580],[2629,2669],[2685,2754],[2777,2864],[2877,2917],[2944,2984],[3043,3083],[3135,3175],[3289,3349],[3397,3437],[3452,3522],[3548,3588],[3627,3692],[3736,3776],[3799,3859],[4057,4117],[4131,4171],[4221,4261],[4266,4306],[4313,4413],[4463,4503],[4528,4628],[4680,4720],[4750,4819],[5087,5138],[5311,5471],[5595,5738],[5763,5825],[5855,5922],[5931,5998],[6019,6100],[6106,6175],[6194,6234],[6236,6380],[6381,6543],[6572,6612],[6635,6785],[6795,6835],[6875,6926],[6931,7021],[7038,7116],[7132,7172],[7385,7444],[7495,7535],[7643,7683],[7833,7956],[8001,8099],[8173,8357],[8370,8524],[8533,8573],[8591,8659],[8663,8724],[8725,8765],[8783,8856],[8892,9023],[9029,9137],[9145,9210],[9433,9591],[9652,9752],[9768,9814],[9824,9890],[9902,9942],[9944,10069],[10074,10147],[10158,10198],[10220,10451],[10464,10504],[10539,10579],[10729,10772],[10797,10871],[10895,11012],[11108,11265],[11500,11521],[11541,11605],[11682,11767],[11818,11892],[11994,12117],[12150,12342],[12369,12409],[12437,12598],[12636,12676],[12693,13057],[13094,13134],[13139,13179],[13293,13333],[13434,13474],[13534,13595],[13640,13731],[13805,13948],[13964,14004],[14060,14165],[14265,14393],[14428,14468],[14495,14569],[14572,14632],[14781,14821],[14833,14896],[14947,14987],[15011,15124],[15281,15430],[15451,15491],[15502,15542],[15547,15587],[15597,15637],[15766,15845],[15882,15922],[15930,15970],[15993,16033],[16046,16086],[16106,16146],[16156,16308],[16316,16356],[16362,16427],[16568,16608],[16675,16738],[16745,16813],[16857,16897],[16910,17048],[17133,17207],[17212,17324],[17387,17454],[17514,17554],[17571,17611],[17635,17721],[17744,17838],[17851,17913],[17955,18015],[18073,18113],[18129,18192],[18202,18242],[18267,18358],[18363,18403],[18433,18493],[18505,18545]",38.556
374,QATS-4,"[80,232],[237,349],[361,401],[406,515],[545,585],[707,774],[786,826],[849,889],[945,985],[986,1045],[1056,1096],[1110,1281],[1300,1340],[1348,1550],[1726,1766],[1772,1839],[1840,1902],[1942,1982],[1997,2101],[2128,2168],[2225,2332],[2378,2418],[2432,2472],[2522,2653],[2665,2705],[2710,2855],[2857,2897],[2924,3029],[3033,3185],[3211,3278],[3300,3451],[3513,3553],[3568,3608],[3631,3671],[3724,3764],[3787,3860],[4078,4098],[4114,4187],[4275,4370],[4428,4468],[4606,4752],[4758,4833],[4843,4945],[4950,4990],[5071,5177],[5367,5407],[5420,5460],[5496,5557],[5572,5652],[5665,5705],[5865,5905],[6103,6143],[6373,6535],[6626,6749],[6841,6881],[6893,6970],[6993,7033],[7089,7169],[7183,7223],[7226,7424],[7526,7586],[7594,7654],[7661,7785],[7811,7851],[7876,8039],[8070,8110],[8152,8192],[8216,8256],[8309,8467],[8703,8743],[8757,8821],[8841,9056],[9077,9117],[9133,9252],[9256,9589],[9609,9689],[9709,9809],[9838,9900],[9913,10059],[10098,10164],[10222,10345],[10350,10411],[10491,10556],[10713,10753],[10756,10796],[10802,10926],[11244,11376],[11390,11473],[11489,11529],[11530,11630],[11631,11711],[11736,11776],[11797,11837],[11840,11880],[11899,11939],[11946,11986],[11989,12029],[12032,12138],[12162,12242],[12250,12342],[12353,12393],[12415,12498],[12499,12548],[12580,12758],[12760,12801],[12843,12883],[13020,13060],[13095,13248],[13277,13395],[13403,13531],[13548,13588],[13605,13676],[13737,13807],[13867,13927],[14060,14132],[14191,14231],[14265,14305]",24.7877
375,QATS-4,"[86,147],[165,257],[278,318],[342,402],[422,462],[473,513],[690,886],[893,953],[960,1025],[1140,1180],[1184,1224],[1232,1307],[1355,1462],[1504,1544],[1554,1594],[1596,1768],[1769,1809],[1878,1918],[1939,2018],[2084,2231],[2276,2365],[2385,2581],[2594,2710],[2797,2880],[2922,2962],[2975,3015],[3033,3093],[3094,3134],[3154,3306],[3383,3423],[3564,3653],[3662,3722],[3729,3769],[3776,3841],[3863,3903],[3940,3980],[4006,4046],[4076,4116],[4142,4260],[4322,4362],[4373,4413],[4443,4483],[4491,4531],[4549,4609],[4638,4801],[4825,4865],[4878,4918],[4925,4965],[5009,5081],[5092,5132],[5221,5261],[5337,5428],[5436,5545],[5594,5634],[5680,5817],[5867,5907],[5964,6080],[6107,6147],[6617,6657],[6725,6765],[6780,6850],[6888,7006],[7043,7159],[7237,7277],[7293,7362],[7641,7685],[7695,7735],[7738,7937],[7963,8003],[8038,8103],[8126,8166],[8172,8299],[8304,8369],[8410,8450],[8463,8537],[8585,8625],[8666,8767],[8828,8972],[9196,9266],[9277,9568],[9589,9629],[9718,9758],[9761,9852],[9863,10101],[10121,10201],[10231,10271],[10281,10321],[10350,10412],[10425,10587],[10610,10676],[10733,10857],[10862,10923],[10953,11071],[11161,11201],[11268,11308],[11314,11438],[11481,11521],[11745,11882],[11902,12142],[12143,12223],[12229,12289],[12343,12399],[12411,12451],[12458,12498],[12505,12598],[12610,12650],[12674,12754],[12762,12854],[12865,12905],[12927,13010],[13011,13076],[13279,13323],[13522,13588],[13607,13746],[13773,13907],[13915,14043],[14060,14134],[14148,14188],[14249,14289],[14379,14439],[14569,14644],[14703,14743],[14775,14815],[14830,14870],[14883,14944],[14975,15015],[15274,15314],[15320,15380],[15427,15488],[15542,15636],[15666,15764],[15832,15893],[15976,16036],[16098,16223],[16224,16290],[16302,16342],[16344,16404],[16418,16508],[16510,16600],[16603,16643],[16670,16817],[16821,16861],[16875,16915],[16925,16965],[17005,17073],[17081,17172],[17388,17520],[17588,17628],[17648,17688],[17710,17750],[17760,17826],[17838,17878],[17885,18081],[18094,18134],[18137,18177],[18205,18245],[18258,18298]",39.5911
376,QATS-4,"[100,120],[187,292],[493,513],[729,804],[820,1100],[1109,1235],[1239,1300],[1311,1351],[1359,1432],[1468,1537],[1567,1607],[1611,1720],[1725,1765],[1768,1808],[2009,2124],[2127,2167],[2237,2305],[2347,2521],[2523,2586],[2625,2778],[2796,2888],[2891,2988],[3040,3080],[3132,3172],[3289,3331],[3342,3382],[3393,3481],[3522,3585],[3655,3695],[3715,3755],[3756,3833],[3840,3880],[3899,3960],[3961,4001],[4014,4097],[4140,4180],[4286,4373],[4421,4461],[4466,4506],[4509,4570],[4578,4618],[4619,4704],[4726,4805],[4811,4851],[4864,4884],[4906,4986],[4990,5030],[5081,5121],[5158,5220],[5303,5343],[5355,5397],[5605,5676],[5678,5742],[5764,5804],[5806,5901],[5905,5945],[5983,6023],[6044,6112],[6137,6177],[6200,6290],[6317,6357],[6362,6472],[6484,6553],[6588,6628],[6635,6675],[6893,6955],[6972,7073],[7086,7126],[7149,7223],[7226,7425],[7451,7491],[7526,7591],[7614,7654],[7661,7785],[7811,7851],[7881,7921],[7928,8039],[8070,8110],[8152,8290],[8340,8380],[8383,8468],[8680,8743],[8757,8821],[8841,9056],[9077,9117],[9133,9589],[9609,9689],[9709,9809],[9838,9900],[9913,10059],[10098,10164],[10221,10345],[10350,10411],[10457,10497],[10519,10559],[10581,10621],[10651,10717],[10721,10796],[10802,10926],[11241,11281],[11350,11524],[11584,11751],[11756,11796],[11900,11940],[12020,12081],[12170,12210],[12249,12413],[12463,12503],[12505,12565],[12621,12661],[12688,12761],[12779,12819],[12842,12882],[12902,13017],[13030,13070],[13283,13428],[13525,13607],[13609,13649],[13662,13702],[13705,13745],[13784,13844],[14048,14145],[14217,14277],[14297,14337],[14384,14424],[14431,14471],[14501,14541],[14563,14603],[14638,14678],[14758,14798],[14816,14915]",26.4671
377,QATS-4,"[125,271],[283,513],[560,600],[734,788],[804,844],[869,949],[985,1142],[1243,1340],[1366,1418],[1473,1539],[1582,1678],[1761,1801],[2007,2067],[2094,2188],[2283,2323],[2357,2436],[2523,2563],[2587,2627],[2651,2691],[2706,2746],[2797,2837],[2858,2935],[2966,3006],[3033,3073],[3120,3160],[3172,3212],[3246,3348],[3370,3410],[3458,3522],[3540,3585],[3602,3669],[3684,3724],[3734,3839],[3960,4000],[4057,4097],[4102,4285],[4300,4373],[4398,4471],[4495,4628],[4629,4693],[4774,4814],[4841,4918],[4956,4996],[5024,5137],[5138,5205],[5209,5451],[5452,5515],[5908,5948],[6105,6165],[6192,6256],[6379,6454],[6481,6521],[6549,6671],[6673,6713]",5.5364
378,QATS-4,"[100,120],[140,291],[311,417],[473,674],[697,770],[874,914],[1005,1172],[1209,1281],[1382,1512],[1517,1596],[1615,1691],[1722,1828],[1847,1942],[2011,2196],[2233,2307],[2494,2595],[2610,2671],[2777,2849],[2878,2971],[3002,3073],[3316,3356],[3376,3443],[3758,3798],[3803,3861],[3931,3971],[3980,4020],[4037,4117],[4126,4289],[4313,4373],[4569,4629],[4657,4793],[4826,4866],[5098,5139],[5166,5231],[5244,5284],[5356,5430],[5437,5477],[5521,5627],[5641,5815],[5848,5909],[5987,6027],[6057,6164],[6220,6336],[6361,6421],[6468,6508],[6523,6593],[6616,6765],[6770,6912],[6960,7026],[7147,7187],[7236,7276],[7292,7361],[7385,7445],[7469,7587],[7640,7680],[7701,7741],[7819,7956],[7960,8050],[8057,8213],[8253,8293],[8334,8469],[8547,8587],[8664,8784],[8801,8887],[8931,9003],[9008,9074],[9081,9142],[9195,9235],[9292,9408],[9432,9473],[9481,9557],[9595,9635],[9931,10004],[10018,10092],[10108,10177],[10183,10342],[10348,10388],[10456,10517],[10567,10642]",14.0775
379,QATS-4,"[106,126],[209,270],[278,318],[342,402],[422,462],[473,513],[690,886],[893,953],[960,1025],[1124,1164],[1183,1223],[1226,1266],[1267,1307],[1355,1462],[1504,1544],[1554,1594],[1596,1768],[1769,1809],[1878,1918],[1939,2018],[2084,2231],[2276,2365],[2384,2536],[2541,2581],[2594,2710],[2797,2880],[2922,2962],[2975,3015],[3033,3093],[3094,3134],[3154,3306],[3383,3423],[3564,3653],[3662,3722],[3729,3769],[3789,3854],[3861,3901],[3940,3980],[4003,4043],[4077,4202],[4222,4305],[4330,4462],[4463,4543],[4549,4609],[4646,4719],[4731,4771],[4778,4818],[4825,4865],[4878,4918],[4930,4970],[4994,5074],[5082,5122],[5134,5174],[5185,5225],[5247,5330],[5338,5378],[5380,5501],[5504,5605],[5611,5651],[5852,5892],[5927,6080],[6093,6133],[6145,6227],[6235,6301],[6327,6367],[6380,6420],[6429,6508],[6569,6609],[6699,6759],[6891,6964],[7023,7063]",7.021
380,QATS-4,"[100,120],[217,257],[329,391],[395,469],[473,546],[554,594],[661,738],[820,894],[965,1043],[1261,1301],[1322,1362],[1363,1403],[1428,1468],[1497,1537],[1584,1624],[1629,1669],[1755,1795],[1840,1880],[1892,1932],[1966,2006],[2009,2049],[2093,2319],[2350,2446],[2541,2581],[2587,2678],[2788,2828],[2891,3137],[3220,3260],[3307,3404],[3409,3471],[3565,3637],[3670,3731],[3820,3860],[3861,3901],[3946,3986],[4003,4098],[4273,4313],[4332,4422],[4443,4483],[4494,4534],[4556,4617],[4698,4889],[4891,5130],[5148,5260],[5287,5392],[5560,5600],[5667,5805],[5849,5945],[5968,6078],[6080,6199],[6204,6316],[6380,6420],[6422,6462],[6506,6546],[6563,6603],[6637,6713],[6736,6830],[6843,6910],[6947,7007],[7065,7105],[7121,7184],[7194,7234],[7259,7350],[7355,7395],[7425,7485],[7497,7537]",6.7319
381,QATS-4,"[106,126],[209,257],[278,318],[342,402],[422,462],[473,513],[690,886],[893,953],[960,1025],[1105,1212],[1226,1305],[1338,1462],[1507,1547],[1554,1594],[1596,1808],[1878,1918],[1939,2018],[2084,2146],[2153,2221],[2233,2365],[2384,2581],[2595,2635],[2637,2710],[2797,2880],[2922,2962],[2975,3015],[3033,3093],[3094,3134],[3154,3306],[3383,3423],[3564,3653],[3662,3722],[3729,3769],[3776,3842],[3863,3903],[3940,3980],[4006,4046],[4073,4113],[4142,4229],[4313,4353],[4602,4642],[4650,4690],[4756,4834],[4891,4990],[5009,5049],[5062,5102],[5357,5397],[5418,5458],[5459,5499],[5524,5564],[5593,5633],[5736,5776],[5839,5879],[5936,5976],[5983,6023],[6053,6145],[6229,6336],[6339,6415],[6446,6486],[6566,6606],[6616,6742],[6759,6799],[6810,6850],[6881,6921],[7003,7130],[7136,7216],[7296,7356],[7383,7443],[7458,7498],[7501,7541],[7660,7700],[7725,7843],[7896,7936],[7957,7997],[8075,8207],[8216,8306],[8313,8448],[8509,8549],[8590,8720],[8810,8850],[8920,9040],[9057,9143],[9196,9259],[9264,9330],[9337,9398],[9451,9491],[9548,9664],[9688,9813],[9851,9891],[10187,10260],[10308,10348],[10364,10433],[10439,10590],[10604,10644],[10712,10773],[10823,10898]",14.6648
382,QATS-4,"[80,120],[129,191],[215,255],[512,532],[547,587],[682,722],[729,829],[879,919],[944,1013],[1096,1136],[1166,1235],[1241,1302],[1497,1554],[1727,1887],[2009,2154],[2179,2246],[2265,2338],[2347,2414],[2435,2516],[2522,2600],[2606,2796],[2797,2837],[2860,2959],[2988,3028],[3052,3201],[3211,3251],[3292,3332],[3347,3437],[3454,3532],[3563,3603],[3801,3933],[3945,3985],[3990,4097],[4191,4261],[4288,4353],[4358,4489],[4497,4647],[4655,4731],[4753,4870],[4882,4950],[5025,5065],[5077,5177],[5200,5240],[5294,5334],[5345,5469],[5481,5521],[5526,5652],[5709,5749],[5874,6070],[6123,6163],[6177,6263],[6361,6428],[6474,6514],[6546,6586],[6630,6737],[6742,6782],[6810,6871],[6873,6970],[7069,7109],[7148,7188],[7214,7254],[7337,7444],[7661,7701],[7758,7798],[7823,7897],[7961,8001],[8018,8121],[8132,8193],[8408,8469],[8531,8571],[8575,8705],[8808,8848],[8920,8960],[9000,9040],[9055,9095],[9125,9165],[9195,9235],[9301,9408],[9411,9492],[9518,9558],[9638,9678],[9688,9814],[9831,9871],[9882,9922],[9953,9993],[10049,10202],[10208,10288],[10382,10422],[10455,10570],[10588,10628],[10709,10753],[10766,10806],[10817,10889],[10943,11008],[11042,11115],[11147,11260],[11263,11303],[11318,11358],[11367,11407],[11437,11541],[11563,11669],[11703,11796],[11825,11885],[11890,12032],[12038,12078],[12081,12121],[12145,12308],[12333,12373],[12505,12545],[12580,12644],[12716,12776],[12781,12843],[13016,13142],[13146,13218],[13224,13366],[13477,13517],[13546,13586],[13624,13712],[13738,13778],[13784,13844],[13851,13946],[13996,14036],[14316,14356],[14391,14455]",23.9575
383,QATS-4,"[86,126],[209,257],[278,318],[342,402],[422,462],[473,513],[690,886],[893,953],[960,1025],[1141,1181],[1184,1224],[1232,1305],[1338,1398],[1422,1462],[1503,1543],[1554,1594],[1596,1793],[1878,1918],[1939,2018],[2084,2146],[2153,2231],[2266,2365],[2385,2581],[2595,2635],[2637,2710],[2796,2880],[2922,2962],[2975,3015],[3033,3093],[3094,3134],[3154,3306],[3383,3423],[3564,3653],[3662,3722],[3729,3769],[3776,3845],[3863,3903],[3940,3980],[4006,4046],[4057,4097],[4173,4213],[4370,4445],[4455,4495],[4502,4616],[4641,4733],[4825,4912],[4942,4982],[4993,5033],[5041,5081],[5094,5134],[5135,5201],[5206,5246],[5274,5335],[5337,5377],[5396,5484],[5489,5649],[5718,5798],[5822,5862],[5867,5935],[5944,6151],[6161,6201],[6224,6264],[6315,6355],[6358,6428],[6474,6514],[6620,6749],[6761,6801],[6806,6951],[6959,7226],[7307,7347],[7385,7425],[7470,7588],[7650,7690],[7701,7762],[7771,7811],[7819,7859],[7879,7957],[7966,8129],[8160,8200],[8206,8246],[8253,8293],[8337,8409],[8419,8459],[8552,8612],[8685,8756],[8764,8870],[8940,8980],[9008,9145],[9195,9235],[9292,9332],[9347,9408],[9441,9481],[9964,10004],[10052,10092],[10108,10177],[10183,10350],[10364,10516],[10564,10604],[10619,10689],[10694,10734],[10969,11009],[11075,11136],[11190,11284],[11417,11520],[11573,11613],[11624,11721],[11757,11848],[11872,11938],[11950,11990],[11992,12053],[12066,12106],[12116,12156],[12175,12240],[12247,12287],[12315,12355],[12366,12465],[12469,12599],[12618,12721],[12729,12802],[12867,12907],[13018,13058],[13072,13175],[13236,13276],[13296,13336],[13352,13392],[13408,13474],[13486,13526],[13533,13653],[13658,13731],[13742,13782],[13785,14035],[14060,14100],[14123,14163],[14291,14331],[14350,14390],[14401,14441],[14463,14527],[14547,14587],[14656,14696],[14789,14902],[14971,15011],[15018,15058],[15062,15162],[15214,15254],[15280,15320],[15342,15382],[15413,15453],[15495,15570],[15597,15637],[15680,15720],[15851,15955],[16087,16150],[16151,16223],[16365,16582],[16620,16660],[16668,16748],[16770,16831],[16856,16997],[17120,17180],[17225,17265],[17304,17365],[17383,17423],[17447,17586],[17642,17771],[17784,17824]",37.3919
